outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_relative_humidity_predicted_1,diffuse_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_relative_humidity_predicted_2,diffuse_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_3
10.0,57,0,0,11.866666666666667,75.83333333333333,0.0,0.0,13.641666666666666,72.5,0.0,0.0,16.945833333333333,54.208333333333336,316.7916666666667,226.54166666666666
11.0,54,237,65,11.200000000000001,70.5,39.5,10.833333333333334,13.058333333333332,72.08333333333333,19.75,5.416666666666667,16.904166666666665,54.125,316.6666666666667,226.5
13.0,54,597,238,11.200000000000001,67.5,139.0,50.5,12.808333333333332,70.91666666666667,69.5,25.25,16.904166666666665,54.541666666666664,316.4583333333333,226.45833333333334
16.0,42,783,454,11.833333333333334,61.0,269.5,126.16666666666667,12.841666666666667,67.83333333333333,134.75,63.083333333333336,16.8625,54.791666666666664,316.4583333333333,226.41666666666666
19.0,34,876,637,13.166666666666666,52.166666666666664,415.5,232.33333333333334,13.174999999999999,64.08333333333333,207.75,116.16666666666667,16.820833333333336,54.875,316.7916666666667,226.41666666666666
22.0,33,920,761,15.166666666666666,45.666666666666664,568.8333333333334,359.1666666666667,13.841666666666667,61.25,284.4166666666667,179.58333333333334,16.8625,55.0,317.25,226.45833333333334
25.0,22,937,815,17.666666666666668,39.833333333333336,725.0,495.0,14.766666666666666,57.833333333333336,362.5,247.5,16.8625,54.833333333333336,317.75,226.58333333333334
24.0,24,930,793,19.833333333333332,34.833333333333336,840.5,616.3333333333334,15.516666666666666,52.666666666666664,440.0,313.5833333333333,16.820833333333336,54.791666666666664,318.3333333333333,226.79166666666666
25.0,28,881,690,21.833333333333332,30.5,887.8333333333334,691.6666666666666,16.516666666666666,49.0,513.4166666666666,371.0833333333333,16.820833333333336,54.833333333333336,318.1666666666667,226.70833333333334
24.0,34,806,527,23.166666666666668,29.166666666666668,891.6666666666666,703.8333333333334,17.5,45.083333333333336,580.5833333333334,415.0,16.820833333333336,55.25,318.0,226.625
24.0,34,675,326,24.0,29.166666666666668,858.1666666666666,652.0,18.583333333333332,40.666666666666664,636.8333333333334,442.1666666666667,16.8625,55.541666666666664,318.4166666666667,226.79166666666666
21.0,46,0,124,23.833333333333332,31.333333333333332,704.8333333333334,545.8333333333334,19.5,38.5,636.8333333333334,452.5,16.90416666666667,55.791666666666664,318.4166666666667,226.875
17.0,72,0,16,22.5,39.666666666666664,548.6666666666666,412.6666666666667,20.083333333333332,39.75,636.8333333333334,453.8333333333333,16.8625,56.125,318.4166666666667,226.91666666666666
16.0,77,0,0,21.166666666666668,48.5,393.6666666666667,280.5,20.5,41.666666666666664,617.0833333333334,448.4166666666667,16.77916666666667,56.875,318.4166666666667,226.91666666666666
15.0,82,0,0,19.5,57.5,246.83333333333334,165.5,20.666666666666668,44.0,567.3333333333334,428.5833333333333,16.7375,57.458333333333336,318.4166666666667,226.91666666666666
15.0,82,0,0,18.0,65.5,112.5,77.66666666666667,20.583333333333332,47.333333333333336,502.0833333333333,390.75,16.712500000000002,57.583333333333336,318.4166666666667,226.91666666666666
15.0,77,0,0,16.5,72.66666666666667,0.0,23.333333333333332,20.25,50.916666666666664,429.0833333333333,337.6666666666667,16.712500000000002,57.5,318.4166666666667,226.91666666666666
14.0,88,0,0,15.333333333333334,79.66666666666667,0.0,2.6666666666666665,19.583333333333332,55.5,352.4166666666667,274.25,16.712500000000002,58.375,318.4166666666667,226.91666666666666
13.6,79,0,0,14.766666666666666,80.83333333333333,0.0,0.0,18.633333333333336,60.25,274.3333333333333,206.33333333333334,16.7,59.041666666666664,318.4166666666667,226.91666666666666
13.0,77,0,0,14.266666666666666,80.83333333333333,0.0,0.0,17.71666666666667,64.66666666666667,196.83333333333334,140.25,16.616666666666664,58.666666666666664,318.4166666666667,226.91666666666666
12.0,76,0,0,13.766666666666666,79.83333333333333,0.0,0.0,16.633333333333336,68.66666666666667,123.41666666666667,82.75,16.575,58.833333333333336,318.4166666666667,226.91666666666666
12.0,62,0,0,13.266666666666666,76.5,0.0,0.0,15.633333333333335,71.0,56.25,38.833333333333336,16.566666666666666,58.041666666666664,318.4166666666667,226.91666666666666
11.0,82,0,0,12.6,77.33333333333333,0.0,0.0,14.550000000000002,75.0,0.0,11.666666666666666,16.566666666666666,57.833333333333336,318.4166666666667,226.91666666666666
10.0,87,0,0,11.933333333333332,77.16666666666667,0.0,0.0,13.633333333333335,78.41666666666667,0.0,1.3333333333333333,16.566666666666666,58.458333333333336,318.4166666666667,226.91666666666666
10.0,82,0,0,11.333333333333334,77.66666666666667,0.0,0.0,13.050000000000002,79.25,0.0,0.0,16.566666666666666,59.5,318.4166666666667,226.91666666666666
10.0,82,235,65,10.833333333333334,78.5,39.166666666666664,10.833333333333334,12.550000000000002,79.66666666666667,19.583333333333332,5.416666666666667,16.525,60.666666666666664,318.3333333333333,226.91666666666666
12.0,62,597,238,10.833333333333334,76.16666666666667,138.66666666666666,50.5,12.300000000000002,78.0,69.33333333333333,25.25,16.48333333333333,61.0,318.3333333333333,226.91666666666666
16.0,42,787,455,11.5,72.83333333333333,269.8333333333333,126.33333333333333,12.383333333333335,74.66666666666667,134.91666666666666,63.166666666666664,16.48333333333333,61.0,318.5,226.95833333333334
20.0,30,880,640,13.0,64.16666666666667,416.5,233.0,12.800000000000002,70.75,208.25,116.5,16.525,60.833333333333336,318.6666666666667,227.08333333333334
22.0,27,924,765,15.0,54.166666666666664,570.5,360.5,13.466666666666669,65.66666666666667,285.25,180.25,16.525,60.583333333333336,318.8333333333333,227.25
22.5,26,938,818,17.083333333333332,44.833333333333336,726.8333333333334,496.8333333333333,14.208333333333334,61.25,363.4166666666667,248.41666666666666,16.42083333333333,60.75,318.875,227.375
23.0,25,928,794,19.25,35.333333333333336,842.3333333333334,618.3333333333334,15.041666666666666,56.916666666666664,440.75,314.5833333333333,16.379166666666666,60.791666666666664,318.7916666666667,227.41666666666666
23.0,36,892,696,21.083333333333332,31.0,891.5,694.6666666666666,15.958333333333334,53.583333333333336,515.0833333333334,372.5833333333333,16.29583333333333,61.125,319.25,227.66666666666666
21.0,40,815,533,21.916666666666668,30.666666666666668,896.1666666666666,707.6666666666666,16.708333333333332,51.75,583.0,417.0,16.17083333333333,61.375,319.625,227.91666666666666
20.0,46,672,327,21.916666666666668,33.333333333333336,861.5,655.5,17.458333333333332,48.75,639.0,444.25,16.004166666666666,61.875,319.5,227.95833333333334
19.0,49,0,125,21.416666666666668,37.0,707.5,548.8333333333334,18.208333333333332,45.583333333333336,639.0,454.6666666666667,15.920833333333333,62.0,319.5,228.0
14.5,79,0,16,20.083333333333332,45.833333333333336,551.1666666666666,415.1666666666667,18.583333333333332,45.333333333333336,639.0,456.0,15.816666666666665,62.291666666666664,319.5,228.0
15.0,77,0,0,18.75,54.5,396.5,282.8333333333333,19.0,44.916666666666664,619.4166666666666,450.5833333333333,15.774999999999999,62.291666666666664,319.5,228.0
14.0,82,0,0,17.25,62.166666666666664,247.83333333333334,166.83333333333334,19.166666666666668,46.583333333333336,569.6666666666666,430.75,15.733333333333333,62.291666666666664,319.5,228.0
13.5,85,0,0,16.0,69.66666666666667,112.0,78.0,18.958333333333332,50.166666666666664,504.0833333333333,392.8333333333333,15.670833333333333,62.416666666666664,319.5,228.0
13.0,82,0,0,14.833333333333334,75.66666666666667,0.0,23.5,18.375,54.5,430.75,339.5,15.587499999999999,62.625,319.5,228.0
13.0,72,0,0,13.833333333333334,79.5,0.0,2.6666666666666665,17.625,58.25,353.75,275.75,15.545833333333333,61.958333333333336,319.5,228.0
13.2,86,0,0,13.616666666666667,80.66666666666667,0.0,0.0,16.849999999999998,63.25,275.5833333333333,207.58333333333334,15.529166666666667,62.25,319.5,228.0
12.0,71,0,0,13.116666666666667,79.66666666666667,0.0,0.0,15.933333333333332,67.08333333333333,198.25,141.41666666666666,15.487499999999999,62.0,319.5,228.0
11.0,71,0,0,12.616666666666667,77.83333333333333,0.0,0.0,14.933333333333332,70.0,123.91666666666667,83.41666666666667,15.445833333333333,61.791666666666664,319.5,228.0
12.5,52,0,0,12.450000000000001,72.33333333333333,0.0,0.0,14.225,71.0,56.0,39.0,15.466666666666667,61.375,319.5,228.0
11.0,58,0,0,12.116666666666667,68.33333333333333,0.0,0.0,13.475,72.0,0.0,11.75,15.466666666666667,60.375,319.5,228.0
11.0,62,0,0,11.783333333333333,66.66666666666667,0.0,0.0,12.808333333333332,73.08333333333333,0.0,1.3333333333333333,15.508333333333333,59.333333333333336,319.5,228.0
9.2,70,0,0,11.116666666666665,64.0,0.0,0.0,12.366666666666665,72.33333333333333,0.0,0.0,15.475000000000001,58.833333333333336,319.5,228.0
10.9,58,235,64,10.933333333333332,61.833333333333336,39.166666666666664,10.666666666666666,12.024999999999999,70.75,19.583333333333332,5.333333333333333,15.512500000000001,57.833333333333336,319.5,227.95833333333334
12.0,62,600,239,11.1,60.333333333333336,139.16666666666666,50.5,11.858333333333334,69.08333333333333,69.58333333333333,25.25,15.512500000000001,57.833333333333336,319.625,228.0
16.1,51,789,456,11.699999999999998,60.166666666666664,270.6666666666667,126.5,12.075000000000001,66.25,135.33333333333334,63.25,15.516666666666667,58.208333333333336,319.7083333333333,228.04166666666666
18.0,42,878,639,12.866666666666665,57.5,417.0,233.0,12.491666666666665,62.916666666666664,208.5,116.5,15.433333333333335,58.708333333333336,319.625,228.0
20.0,34,922,764,14.366666666666665,52.833333333333336,570.6666666666666,360.3333333333333,13.074999999999998,59.75,285.3333333333333,180.16666666666666,15.350000000000001,59.0,319.5416666666667,227.95833333333334
20.6,36,935,817,16.26666666666667,47.166666666666664,726.5,496.5,13.691666666666668,55.583333333333336,363.25,248.25,15.270833333333334,59.416666666666664,319.4166666666667,227.91666666666666
21.0,38,926,794,17.95,43.833333333333336,841.6666666666666,618.1666666666666,14.441666666666668,52.833333333333336,440.4166666666667,314.4166666666667,15.1875,59.958333333333336,319.3333333333333,227.91666666666666
21.0,35,850,684,19.45,39.333333333333336,883.3333333333334,692.3333333333334,15.275,49.833333333333336,511.25,371.4166666666667,15.104166666666666,59.916666666666664,317.5833333333333,227.41666666666666
20.0,43,761,518,20.099999999999998,38.0,878.6666666666666,702.6666666666666,15.9,49.083333333333336,574.6666666666666,414.5833333333333,15.0625,60.041666666666664,315.3333333333333,226.79166666666666
20.0,40,657,325,20.433333333333334,37.666666666666664,841.8333333333334,650.3333333333334,16.650000000000002,47.583333333333336,629.4166666666666,441.6666666666667,15.0625,59.791666666666664,314.7083333333333,226.70833333333334
18.0,49,0,126,20.099999999999998,40.166666666666664,688.1666666666666,544.0,17.233333333333334,46.5,629.4166666666666,452.1666666666667,15.020833333333334,59.791666666666664,314.7083333333333,226.75
17.2,55,0,17,19.533333333333335,43.333333333333336,532.3333333333334,410.6666666666667,17.900000000000002,45.25,629.4166666666666,453.5833333333333,15.133333333333333,58.791666666666664,314.7083333333333,226.79166666666666
16.0,63,0,0,18.7,47.5,378.0,278.3333333333333,18.325,45.666666666666664,609.8333333333334,448.25,15.174999999999999,58.208333333333336,314.7083333333333,226.79166666666666
15.0,67,0,0,17.7,52.833333333333336,236.33333333333334,164.33333333333334,18.575,46.083333333333336,559.8333333333334,428.3333333333333,15.216666666666667,57.583333333333336,314.7083333333333,226.79166666666666
14.1,76,0,0,16.716666666666665,58.333333333333336,109.5,78.0,18.408333333333335,48.166666666666664,494.0833333333333,390.3333333333333,15.241666666666667,57.208333333333336,314.7083333333333,226.79166666666666
13.0,77,0,0,15.549999999999999,64.5,0.0,23.833333333333332,17.991666666666667,51.083333333333336,420.9166666666667,337.0833333333333,15.241666666666667,57.0,314.7083333333333,226.79166666666666
12.0,88,0,0,14.549999999999999,71.0,0.0,2.8333333333333335,17.325,55.583333333333336,344.0833333333333,273.4166666666667,15.200000000000001,57.666666666666664,314.7083333333333,226.79166666666666
12.0,82,0,0,13.683333333333332,75.5,0.0,0.0,16.608333333333334,59.416666666666664,266.1666666666667,205.33333333333334,15.15,57.5,314.7083333333333,226.79166666666666
11.0,76,0,0,12.85,77.66666666666667,0.0,0.0,15.775,62.583333333333336,189.0,139.16666666666666,15.108333333333334,57.708333333333336,314.7083333333333,226.79166666666666
11.0,71,0,0,12.183333333333332,78.33333333333333,0.0,0.0,14.941666666666668,65.58333333333333,118.16666666666667,82.16666666666667,15.108333333333334,57.708333333333336,314.7083333333333,226.79166666666666
11.0,71,0,0,11.666666666666666,77.5,0.0,0.0,14.191666666666668,67.91666666666667,54.75,39.0,15.045833333333334,58.5,314.7083333333333,226.79166666666666
11.0,71,0,0,11.333333333333334,76.5,0.0,0.0,13.441666666666668,70.5,0.0,11.916666666666666,15.045833333333334,59.041666666666664,314.7083333333333,226.79166666666666
11.0,66,0,0,11.166666666666666,72.83333333333333,0.0,0.0,12.858333333333334,71.91666666666667,0.0,1.4166666666666667,15.045833333333334,59.208333333333336,314.7083333333333,226.79166666666666
10.4,64,0,0,10.9,69.83333333333333,0.0,0.0,12.291666666666666,72.66666666666667,0.0,0.0,15.095833333333331,58.958333333333336,314.7083333333333,226.79166666666666
10.0,66,227,63,10.733333333333334,68.16666666666667,37.833333333333336,10.5,11.791666666666666,72.91666666666667,18.916666666666668,5.25,15.058333333333332,59.291666666666664,314.375,226.75
12.0,46,589,237,10.9,64.0,136.0,50.0,11.541666666666666,71.16666666666667,68.0,25.0,15.058333333333332,58.625,313.9166666666667,226.66666666666666
14.8,48,787,456,11.533333333333333,60.166666666666664,267.1666666666667,126.0,11.6,68.83333333333333,133.58333333333334,63.0,15.004166666666665,58.5,313.8333333333333,226.66666666666666
18.0,39,882,641,12.700000000000001,54.833333333333336,414.1666666666667,232.83333333333334,12.016666666666666,65.66666666666667,207.08333333333334,116.41666666666667,15.004166666666665,58.375,314.0,226.75
20.0,30,925,767,14.200000000000001,48.833333333333336,568.3333333333334,360.6666666666667,12.683333333333332,60.833333333333336,284.1666666666667,180.33333333333334,15.004166666666665,58.208333333333336,314.125,226.875
21.0,26,942,822,15.966666666666667,42.5,725.3333333333334,497.6666666666667,13.433333333333332,56.166666666666664,362.6666666666667,248.83333333333334,15.020833333333334,57.791666666666664,314.4166666666667,227.08333333333334
22.0,29,933,800,17.966666666666665,36.333333333333336,843.0,620.5,14.35,52.25,440.4166666666667,315.5,15.0625,57.416666666666664,314.7083333333333,227.33333333333334
22.0,31,890,699,19.633333333333333,33.833333333333336,893.1666666666666,697.5,15.266666666666666,48.916666666666664,514.5833333333334,373.75,15.104166666666666,57.25,316.375,227.95833333333334
21.0,35,789,529,20.666666666666668,31.666666666666668,893.5,709.6666666666666,16.099999999999998,45.916666666666664,580.3333333333334,417.8333333333333,15.145833333333334,56.916666666666664,317.5416666666667,228.41666666666666
21.0,38,636,321,21.166666666666668,31.5,852.5,656.3333333333334,16.933333333333334,43.166666666666664,633.3333333333334,444.5833333333333,15.1875,56.833333333333336,316.6666666666667,228.25
20.0,43,0,122,21.166666666666668,33.666666666666664,698.3333333333334,548.8333333333334,17.683333333333334,41.25,633.3333333333334,454.75,15.270833333333334,56.583333333333336,316.6666666666667,228.08333333333334
18.2,51,0,16,20.7,37.833333333333336,541.3333333333334,414.5,18.333333333333332,40.166666666666664,633.3333333333334,456.0833333333333,15.3125,56.416666666666664,316.6666666666667,228.04166666666666
16.0,68,0,0,19.7,44.333333333333336,385.8333333333333,281.1666666666667,18.833333333333332,40.333333333333336,614.4166666666666,450.8333333333333,15.3125,56.625,316.6666666666667,228.04166666666666
15.0,72,0,0,18.533333333333335,51.166666666666664,237.5,164.66666666666666,19.083333333333332,42.5,565.3333333333334,431.0833333333333,15.3125,56.833333333333336,316.6666666666667,228.04166666666666
14.8,78,0,0,17.5,58.333333333333336,106.0,76.5,19.083333333333332,45.0,499.75,393.0833333333333,15.341666666666667,56.916666666666664,316.6666666666667,228.04166666666666
14.0,88,0,0,16.333333333333332,66.66666666666667,0.0,23.0,18.75,49.083333333333336,426.25,339.6666666666667,15.383333333333333,57.375,316.6666666666667,228.04166666666666
14.0,88,0,0,15.333333333333334,74.16666666666667,0.0,2.6666666666666665,18.25,53.916666666666664,349.1666666666667,275.75,15.466666666666667,57.375,316.6666666666667,228.04166666666666
13.3,86,0,0,14.516666666666666,80.0,0.0,0.0,17.60833333333333,58.916666666666664,270.6666666666667,207.25,15.520833333333334,57.541666666666664,316.6666666666667,228.04166666666666
12.0,88,0,0,13.85,83.33333333333333,0.0,0.0,16.775000000000002,63.833333333333336,192.91666666666666,140.58333333333334,15.5625,58.041666666666664,316.6666666666667,228.04166666666666
13.0,88,0,0,13.516666666666666,86.0,0.0,0.0,16.025000000000002,68.58333333333333,118.75,82.33333333333333,15.645833333333334,58.75,316.6666666666667,228.04166666666666
11.6,84,0,0,12.983333333333334,87.0,0.0,0.0,15.241666666666667,72.66666666666667,53.0,38.25,15.670833333333334,59.291666666666664,316.6666666666667,228.04166666666666
