outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_relative_humidity_predicted_1,diffuse_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_relative_humidity_predicted_2,diffuse_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_3
20.0,64,0,0,22.666666666666668,45.0,269.5,232.83333333333334,23.866666666666664,36.916666666666664,534.3333333333334,540.0,20.258333333333333,56.625,307.7083333333333,291.0833333333333
19.4,66,0,0,21.733333333333334,51.166666666666664,168.33333333333334,126.16666666666667,23.700000000000003,39.583333333333336,471.9166666666667,489.6666666666667,20.25,56.375,307.7083333333333,291.0833333333333
19.0,68,0,0,20.733333333333334,56.5,73.33333333333333,50.5,23.2,43.083333333333336,403.1666666666667,422.8333333333333,20.25,56.166666666666664,307.7083333333333,291.0833333333333
19.0,66,0,0,20.066666666666666,62.0,0.0,11.166666666666666,22.616666666666664,46.583333333333336,331.0,344.75,20.291666666666668,55.708333333333336,307.7083333333333,291.0833333333333
18.2,64,0,0,19.433333333333334,64.0,0.0,0.3333333333333333,21.96666666666667,49.5,257.9166666666667,261.9166666666667,20.316666666666666,55.625,307.7083333333333,291.0833333333333
18.0,64,0,0,18.933333333333334,65.33333333333333,0.0,0.0,21.3,52.333333333333336,190.83333333333334,183.33333333333334,20.35833333333333,55.083333333333336,307.7083333333333,291.0833333333333
17.0,52,0,0,18.433333333333334,63.333333333333336,0.0,0.0,20.55,54.166666666666664,134.75,116.41666666666667,20.35833333333333,54.041666666666664,307.7083333333333,291.0833333333333
17.0,51,0,0,18.03333333333333,60.833333333333336,0.0,0.0,19.883333333333333,56.0,84.16666666666667,63.083333333333336,20.4,52.666666666666664,307.7083333333333,291.0833333333333
17.0,45,0,0,17.7,57.0,0.0,0.0,19.216666666666665,56.75,36.666666666666664,25.25,20.48333333333333,50.875,307.7083333333333,291.0833333333333
17.0,48,0,0,17.366666666666664,54.0,0.0,0.0,18.716666666666665,58.0,0.0,5.583333333333333,20.60833333333333,49.208333333333336,307.7083333333333,291.0833333333333
16.8,48,0,0,17.133333333333336,51.333333333333336,0.0,0.0,18.283333333333335,57.666666666666664,0.0,0.16666666666666666,20.7,47.75,307.7083333333333,291.0833333333333
19.0,43,365,142,17.3,47.833333333333336,60.833333333333336,23.666666666666668,18.116666666666667,56.583333333333336,30.416666666666668,11.833333333333334,20.866666666666667,46.125,307.5,291.1666666666667
19.0,40,598,370,17.633333333333336,45.833333333333336,160.5,85.33333333333333,18.033333333333335,54.583333333333336,80.25,42.666666666666664,20.95,45.75,307.2916666666667,291.3333333333333
21.4,36,754,609,18.366666666666667,43.333333333333336,286.1666666666667,186.83333333333334,18.2,52.083333333333336,143.08333333333334,93.41666666666667,20.95,45.833333333333336,307.5,291.5416666666667
24.0,27,830,807,19.533333333333335,40.333333333333336,424.5,321.3333333333333,18.616666666666664,48.666666666666664,212.25,160.66666666666666,20.908333333333335,45.875,307.7083333333333,291.75
25.0,30,869,942,20.866666666666667,37.333333333333336,569.3333333333334,478.3333333333333,19.116666666666664,45.666666666666664,284.6666666666667,239.16666666666666,20.866666666666667,46.125,307.8333333333333,291.9583333333333
25.0,30,884,1001,22.233333333333334,34.333333333333336,716.6666666666666,645.1666666666666,19.683333333333334,42.833333333333336,358.3333333333333,322.5833333333333,20.825,46.166666666666664,308.125,292.25
26.0,30,871,975,23.400000000000002,32.166666666666664,801.0,784.0,20.349999999999998,40.0,430.9166666666667,403.8333333333333,20.825,46.166666666666664,310.875,293.5833333333333
26.0,32,757,816,24.566666666666666,30.833333333333332,827.5,858.3333333333334,21.099999999999998,38.333333333333336,494.0,471.8333333333333,20.825,46.25,314.375,294.125
25.8,30,647,621,25.3,29.833333333333332,809.6666666666666,860.3333333333334,21.833333333333332,36.583333333333336,547.9166666666666,523.5833333333334,20.85833333333333,46.291666666666664,316.0416666666667,293.3333333333333
25.0,36,503,420,25.46666666666667,31.333333333333332,755.1666666666666,795.8333333333334,22.5,35.833333333333336,589.8333333333334,558.5833333333334,20.85833333333333,46.291666666666664,313.25,291.9166666666667
23.0,38,331,202,25.133333333333336,32.666666666666664,665.5,672.5,23.0,35.0,617.4166666666666,575.4166666666666,20.85833333333333,46.5,308.7083333333333,290.5
22.0,50,0,59,24.633333333333336,36.0,518.1666666666666,515.5,23.433333333333334,35.166666666666664,617.4166666666666,580.3333333333334,20.85833333333333,46.416666666666664,308.7083333333333,290.25
21.0,56,0,2,23.8,40.333333333333336,373.0,353.3333333333333,23.599999999999998,36.25,587.0,568.6666666666666,20.85833333333333,46.416666666666664,308.7083333333333,290.25
19.0,64,0,0,22.633333333333336,45.666666666666664,246.83333333333334,217.33333333333334,23.599999999999998,38.25,537.1666666666666,537.8333333333334,20.816666666666666,46.416666666666664,308.7083333333333,290.25
18.8,64,0,0,21.46666666666667,51.333333333333336,139.0,113.83333333333333,23.383333333333336,40.583333333333336,474.3333333333333,487.0833333333333,20.791666666666668,46.333333333333336,308.7083333333333,290.25
18.0,68,0,0,20.3,56.666666666666664,55.166666666666664,43.833333333333336,22.883333333333336,44.0,405.1666666666667,419.8333333333333,20.75,46.333333333333336,308.7083333333333,290.25
17.0,68,0,0,19.3,61.666666666666664,0.0,10.166666666666666,22.21666666666667,47.166666666666664,332.75,341.3333333333333,20.666666666666668,46.416666666666664,308.7083333333333,290.25
17.0,61,0,0,18.46666666666667,63.5,0.0,0.3333333333333333,21.55,49.75,259.0833333333333,257.9166666666667,20.616666666666667,46.291666666666664,308.7083333333333,290.25
17.0,59,0,0,17.8,64.0,0.0,0.0,20.8,52.166666666666664,186.5,176.66666666666666,20.575,46.083333333333336,308.7083333333333,290.25
17.0,55,0,0,17.46666666666667,62.5,0.0,0.0,20.05,54.083333333333336,123.41666666666667,108.66666666666667,20.575,46.208333333333336,308.7083333333333,290.25
16.4,69,0,0,17.066666666666666,63.333333333333336,0.0,0.0,19.266666666666666,57.333333333333336,69.5,56.916666666666664,20.55,46.958333333333336,308.7083333333333,290.25
16.0,52,0,0,16.733333333333334,60.666666666666664,0.0,0.0,18.516666666666666,58.666666666666664,27.583333333333332,21.916666666666668,20.508333333333336,47.25,308.7083333333333,290.25
15.0,52,0,0,16.400000000000002,58.0,0.0,0.0,17.849999999999998,59.833333333333336,0.0,5.083333333333333,20.425,47.416666666666664,308.7083333333333,290.25
15.6,50,0,0,16.166666666666668,56.166666666666664,0.0,0.0,17.316666666666666,59.833333333333336,0.0,0.16666666666666666,20.375,47.5,308.7083333333333,290.25
16.0,49,375,144,16.0,54.5,62.5,24.0,16.900000000000002,59.25,31.25,12.0,20.25,47.75,309.125,290.3333333333333
18.0,37,604,370,16.166666666666668,51.5,163.16666666666666,85.66666666666667,16.816666666666666,57.0,81.58333333333333,42.833333333333336,20.208333333333332,47.625,309.375,290.3333333333333
21.6,48,746,605,17.033333333333335,48.0,287.5,186.5,17.05,55.666666666666664,143.75,93.25,20.216666666666665,48.125,309.0416666666667,290.1666666666667
25.0,34,823,802,18.533333333333335,45.0,424.6666666666667,320.1666666666667,17.633333333333333,52.833333333333336,212.33333333333334,160.08333333333334,20.258333333333333,48.416666666666664,308.75,289.9583333333333
25.0,36,860,935,20.2,42.333333333333336,568.0,476.0,18.3,50.166666666666664,284.0,238.0,20.258333333333333,48.666666666666664,308.375,289.6666666666667
26.0,33,847,978,21.933333333333337,39.5,709.1666666666666,639.0,19.05,47.833333333333336,354.5833333333333,319.5,20.3,48.791666666666664,306.8333333333333,288.7083333333333
26.0,39,768,909,23.600000000000005,37.833333333333336,774.6666666666666,766.5,19.8,46.166666666666664,418.5833333333333,395.25,20.3,49.166666666666664,302.5416666666667,285.9583333333333
25.0,41,670,759,24.76666666666667,38.5,785.6666666666666,831.3333333333334,20.466666666666665,45.0,474.4166666666667,458.5,20.258333333333333,49.541666666666664,298.9166666666667,283.5833333333333
25.0,43,605,606,25.333333333333332,37.666666666666664,762.1666666666666,831.5,21.183333333333334,42.833333333333336,524.8333333333334,509.0,20.225,50.083333333333336,297.1666666666667,282.9583333333333
24.0,47,558,437,25.166666666666668,39.833333333333336,718.0,770.6666666666666,21.849999999999998,42.416666666666664,571.3333333333334,545.4166666666666,20.183333333333334,50.541666666666664,299.4583333333333,283.6666666666667
24.0,44,432,229,25.0,41.166666666666664,646.6666666666666,653.0,22.599999999999998,41.75,607.3333333333334,564.5,20.225,50.791666666666664,303.6666666666667,284.7916666666667
21.8,57,0,64,24.3,45.166666666666664,505.5,500.6666666666667,23.116666666666664,42.333333333333336,607.3333333333334,569.8333333333334,20.21666666666667,51.083333333333336,303.6666666666667,285.0
20.0,64,0,2,23.3,49.333333333333336,377.5,349.5,23.45,43.583333333333336,576.0833333333334,558.0,20.175,51.416666666666664,303.6666666666667,285.0
19.0,73,0,0,22.3,54.666666666666664,265.8333333333333,223.0,23.53333333333333,46.583333333333336,525.75,527.1666666666666,20.175,51.791666666666664,303.6666666666667,285.0
18.6,71,0,0,21.233333333333334,59.333333333333336,165.0,122.0,23.28333333333333,48.5,463.5833333333333,476.75,20.166666666666668,52.083333333333336,303.6666666666667,285.0
18.0,73,0,0,20.233333333333334,63.666666666666664,72.0,49.166666666666664,22.7,51.75,395.0,409.9166666666667,20.166666666666668,52.291666666666664,303.6666666666667,285.0
18.0,73,0,0,19.233333333333334,68.5,0.0,11.0,22.116666666666664,54.833333333333336,323.3333333333333,332.0,20.208333333333332,52.5,303.6666666666667,285.0
18.0,67,0,0,18.6,70.16666666666667,0.0,0.3333333333333333,21.45,57.666666666666664,252.75,250.5,20.25,52.75,303.6666666666667,285.0
18.0,59,0,0,18.26666666666667,69.33333333333333,0.0,0.0,20.783333333333335,59.333333333333336,188.75,174.75,20.291666666666668,52.75,303.6666666666667,285.0
17.0,59,0,0,17.933333333333334,67.0,0.0,0.0,20.116666666666667,60.833333333333336,132.91666666666666,111.5,20.291666666666668,52.916666666666664,303.6666666666667,285.0
16.8,67,0,0,17.633333333333333,66.33333333333333,0.0,0.0,19.433333333333334,62.833333333333336,82.5,61.0,20.308333333333334,52.833333333333336,303.6666666666667,285.0
17.0,63,0,0,17.466666666666665,64.66666666666667,0.0,0.0,18.849999999999998,64.16666666666667,36.0,24.583333333333332,20.349999999999998,53.291666666666664,303.6666666666667,285.0
16.0,63,0,0,17.133333333333333,63.0,0.0,0.0,18.183333333333334,65.75,0.0,5.5,20.391666666666666,53.75,303.6666666666667,285.0
15.4,63,0,0,16.7,62.333333333333336,0.0,0.0,17.65,66.25,0.0,0.16666666666666666,20.383333333333336,54.291666666666664,303.6666666666667,285.0
16.0,72,361,145,16.366666666666667,64.5,60.166666666666664,24.166666666666668,17.316666666666666,66.91666666666667,30.083333333333332,12.083333333333334,20.383333333333336,55.25,303.0833333333333,285.0416666666667
18.0,47,571,366,16.53333333333333,62.5,155.33333333333334,85.16666666666667,17.23333333333333,64.75,77.66666666666667,42.583333333333336,20.383333333333336,55.666666666666664,301.7083333333333,284.875
20.4,43,722,602,17.133333333333333,58.5,275.6666666666667,185.5,17.383333333333333,62.416666666666664,137.83333333333334,92.75,20.333333333333332,55.458333333333336,300.7083333333333,284.75
22.0,46,812,800,17.966666666666665,55.666666666666664,411.0,318.8333333333333,17.716666666666665,60.166666666666664,205.5,159.41666666666666,20.208333333333332,55.958333333333336,300.25,284.6666666666667
22.0,36,847,930,18.966666666666665,51.166666666666664,552.1666666666666,473.8333333333333,18.05,57.083333333333336,276.0833333333333,236.91666666666666,20.083333333333332,55.958333333333336,299.7083333333333,284.4583333333333
23.2,38,801,945,20.266666666666666,47.0,685.6666666666666,631.3333333333334,18.48333333333333,54.666666666666664,342.8333333333333,315.6666666666667,19.966666666666665,56.166666666666664,297.7916666666667,283.0833333333333
23.0,50,721,875,21.433333333333334,43.333333333333336,745.6666666666666,753.0,18.9,53.916666666666664,402.9166666666667,388.5833333333333,19.841666666666665,56.625,295.8333333333333,281.6666666666667
23.0,50,634,765,22.266666666666666,43.833333333333336,756.1666666666666,819.5,19.4,53.166666666666664,455.75,452.3333333333333,19.758333333333333,57.0,294.3333333333333,281.9166666666667
23.2,50,494,590,22.733333333333334,45.0,718.1666666666666,817.5,19.933333333333334,51.75,496.9166666666667,501.5,19.683333333333334,57.291666666666664,289.7083333333333,281.25
23.0,50,329,373,22.900000000000002,45.666666666666664,637.6666666666666,746.3333333333334,20.433333333333334,50.666666666666664,524.3333333333334,532.5833333333334,19.641666666666666,57.416666666666664,280.1666666666667,278.5833333333333
22.0,60,203,181,22.900000000000002,49.666666666666664,530.3333333333334,621.5,20.933333333333334,50.416666666666664,541.25,547.6666666666666,19.558333333333334,58.083333333333336,270.625,276.5833333333333
20.2,62,0,54,22.400000000000002,53.666666666666664,396.8333333333333,473.0,21.333333333333332,50.333333333333336,541.25,552.1666666666666,19.491666666666664,58.291666666666664,270.625,276.1666666666667
19.0,73,0,2,21.733333333333334,57.5,276.6666666666667,327.5,21.583333333333332,50.416666666666664,511.1666666666667,540.25,19.45,58.666666666666664,270.625,276.1666666666667
19.0,73,0,0,21.066666666666666,61.333333333333336,171.0,200.0,21.666666666666668,52.583333333333336,463.5833333333333,509.75,19.45,58.666666666666664,270.625,276.1666666666667
18.0,67,0,0,20.2,64.16666666666667,88.66666666666667,101.66666666666667,21.46666666666667,54.583333333333336,403.4166666666667,459.5833333333333,19.425,58.5,270.625,276.1666666666667
18.0,68,0,0,19.366666666666664,67.16666666666667,33.833333333333336,39.5,21.133333333333333,56.416666666666664,335.75,392.9166666666667,19.425,58.291666666666664,270.625,276.1666666666667
17.0,72,0,0,18.53333333333333,69.16666666666667,0.0,9.333333333333334,20.716666666666665,59.416666666666664,265.1666666666667,315.4166666666667,19.383333333333333,58.25,270.625,276.1666666666667
16.6,73,0,0,17.933333333333334,71.0,0.0,0.3333333333333333,20.166666666666668,62.333333333333336,198.41666666666666,236.66666666666666,19.325,58.5,270.625,276.1666666666667
16.0,77,0,0,17.433333333333334,71.66666666666667,0.0,0.0,19.583333333333332,64.58333333333333,138.33333333333334,163.75,19.241666666666667,59.25,270.625,276.1666666666667
16.0,77,0,0,16.933333333333334,72.33333333333333,0.0,0.0,19.0,66.83333333333333,85.5,100.0,19.2,60.0,270.625,276.1666666666667
15.2,80,0,0,16.46666666666667,74.5,0.0,0.0,18.333333333333332,69.33333333333333,44.333333333333336,50.833333333333336,19.133333333333333,60.541666666666664,270.625,276.1666666666667
15.0,82,0,0,15.966666666666669,76.83333333333333,0.0,0.0,17.666666666666668,72.0,16.916666666666668,19.75,19.05,61.333333333333336,270.625,276.1666666666667
15.0,88,0,0,15.633333333333335,79.5,0.0,0.0,17.083333333333332,74.33333333333333,0.0,4.666666666666667,19.008333333333333,62.375,270.625,276.1666666666667
15.4,84,0,0,15.433333333333332,81.33333333333333,0.0,0.0,16.683333333333334,76.16666666666667,0.0,0.16666666666666666,19.008333333333333,63.25,270.625,276.1666666666667
15.0,88,312,140,15.266666666666666,83.16666666666667,52.0,23.333333333333332,16.35,77.41666666666667,26.0,11.666666666666666,18.966666666666665,63.916666666666664,268.5833333333333,275.9583333333333
17.0,55,557,369,15.433333333333332,79.5,144.83333333333334,84.83333333333333,16.183333333333334,75.91666666666667,72.41666666666667,42.416666666666664,18.925,64.25,268.0,276.0833333333333
21.0,49,742,611,16.400000000000002,74.33333333333333,268.5,186.66666666666666,16.433333333333334,74.41666666666667,134.25,93.33333333333333,18.95,64.5,268.8333333333333,276.4583333333333
22.0,46,803,791,17.566666666666666,68.33333333333333,402.3333333333333,318.5,16.766666666666666,72.58333333333333,201.16666666666666,159.25,18.95,64.5,268.4583333333333,276.0833333333333
22.0,50,812,895,18.733333333333334,62.0,537.6666666666666,467.6666666666667,17.183333333333334,70.75,268.8333333333333,233.83333333333334,18.95,65.08333333333333,267.0,274.625
21.8,51,805,937,19.8,56.5,671.8333333333334,623.8333333333334,17.616666666666667,68.91666666666667,335.9166666666667,311.9166666666667,18.891666666666666,65.625,267.1666666666667,274.2916666666667
22.0,50,798,928,20.966666666666665,50.166666666666664,752.8333333333334,755.1666666666666,18.116666666666667,66.66666666666667,402.4166666666667,389.25,18.849999999999998,65.625,270.375,276.5
22.0,53,739,828,21.8,49.833333333333336,783.1666666666666,831.6666666666666,18.616666666666667,64.66666666666667,464.0,458.25,18.808333333333334,65.75,274.75,279.125
21.6,55,618,636,21.900000000000002,50.833333333333336,762.5,835.8333333333334,19.15,62.583333333333336,515.5,511.25,18.741666666666667,65.95833333333333,279.9166666666667,281.0416666666667
21.0,56,516,427,21.733333333333334,52.5,714.6666666666666,775.1666666666666,19.65,60.416666666666664,558.5,546.8333333333334,18.658333333333335,66.20833333333333,287.7083333333333,283.2916666666667
21.0,56,330,212,21.566666666666666,53.5,634.3333333333334,661.3333333333334,20.15,57.75,586.0,564.5,18.616666666666667,66.04166666666667,293.0,284.5833333333333
19.0,67,0,49,21.1,56.166666666666664,500.1666666666667,513.3333333333334,20.45,56.333333333333336,586.0,568.5833333333334,18.566666666666666,66.25,293.0,284.375
19.0,68,0,2,20.6,59.166666666666664,367.1666666666667,359.0,20.78333333333333,54.666666666666664,560.0,557.0833333333334,18.566666666666666,66.04166666666667,293.0,284.375
17.0,77,0,0,19.76666666666667,63.166666666666664,244.0,221.0,20.78333333333333,56.5,513.5833333333334,526.3333333333334,18.483333333333334,66.20833333333333,293.0,284.375
17.0,76,0,0,19.0,66.66666666666667,141.0,115.0,20.45,58.75,451.75,475.4166666666667,18.441666666666666,66.58333333333333,293.0,284.375
17.0,77,0,0,18.333333333333332,70.16666666666667,55.0,43.833333333333336,20.03333333333333,61.333333333333336,384.8333333333333,409.5,18.400000000000002,66.95833333333333,293.0,284.375
16.0,82,0,0,17.5,74.5,0.0,8.5,19.53333333333333,64.0,317.1666666666667,334.9166666666667,18.358333333333334,67.375,293.0,284.375
16.0,81,0,0,17.0,76.83333333333333,0.0,0.3333333333333333,19.05,66.5,250.08333333333334,256.8333333333333,18.333333333333332,67.70833333333333,293.0,284.375
16.0,82,0,0,16.5,79.16666666666667,0.0,0.0,18.55,69.16666666666667,183.58333333333334,179.5,18.333333333333332,67.91666666666667,293.0,284.375
15.0,88,0,0,16.166666666666668,81.0,0.0,0.0,17.966666666666665,72.08333333333333,122.0,110.5,18.291666666666668,68.375,293.0,284.375
15.0,87,0,0,15.833333333333334,82.83333333333333,0.0,0.0,17.416666666666668,74.75,70.5,57.5,18.283333333333335,68.66666666666667,293.0,284.375
15.0,88,0,0,15.5,84.66666666666667,0.0,0.0,16.916666666666668,77.41666666666667,27.5,21.916666666666668,18.283333333333335,68.91666666666667,293.0,284.375
15.0,82,0,0,15.333333333333334,84.66666666666667,0.0,0.0,16.416666666666668,79.58333333333333,0.0,4.25,18.283333333333335,68.66666666666667,293.0,284.375
15.4,81,0,0,15.233333333333333,84.66666666666667,0.0,0.0,16.116666666666667,80.75,0.0,0.16666666666666666,18.28333333333333,68.54166666666667,293.0,284.375
16.0,82,333,145,15.233333333333334,84.66666666666667,55.5,24.166666666666668,15.866666666666667,81.91666666666667,27.75,12.083333333333334,18.325,68.29166666666667,293.875,284.5833333333333
17.0,72,585,373,15.566666666666668,82.0,153.0,86.33333333333333,15.866666666666667,81.5,76.5,43.166666666666664,18.325,69.0,295.0416666666667,284.75
18.4,67,729,602,16.133333333333333,78.66666666666667,274.5,186.66666666666666,15.983333333333334,80.75,137.25,93.33333333333333,18.216666666666665,69.75,294.5,284.375
20.0,56,808,797,16.966666666666665,73.33333333333333,409.1666666666667,319.5,16.233333333333334,79.0,204.58333333333334,159.75,18.133333333333333,70.16666666666667,294.7083333333333,284.625
21.0,56,750,872,17.966666666666665,69.0,534.1666666666666,464.8333333333333,16.650000000000002,76.83333333333333,267.0833333333333,232.41666666666666,18.091666666666665,70.41666666666667,292.125,283.6666666666667
21.2,55,632,844,18.933333333333334,64.66666666666667,639.5,605.5,17.083333333333332,74.66666666666667,319.75,302.75,18.066666666666666,70.58333333333333,284.9166666666667,279.7916666666667
21.0,56,577,771,19.766666666666666,60.333333333333336,680.1666666666666,709.8333333333334,17.5,72.5,367.8333333333333,367.0,18.025000000000002,70.83333333333333,275.7083333333333,273.25
21.0,60,456,628,20.433333333333334,58.333333333333336,658.6666666666666,752.3333333333334,18.0,70.16666666666667,405.8333333333333,419.3333333333333,17.983333333333334,71.125,263.9166666666667,264.9166666666667
20.7,61,341,469,20.816666666666666,57.333333333333336,594.0,730.1666666666666,18.475,68.0,434.25,458.4166666666667,17.945833333333333,71.375,252.375,257.9583333333333
20.0,64,230,296,20.816666666666666,58.666666666666664,497.6666666666667,646.6666666666666,18.89166666666667,66.0,453.4166666666667,483.0833333333333,17.904166666666665,71.70833333333333,240.45833333333334,252.5
20.0,64,162,143,20.650000000000002,60.0,399.6666666666667,525.1666666666666,19.308333333333334,64.5,466.9166666666667,495.0,17.8625,72.04166666666667,233.45833333333334,249.625
19.6,62,0,43,20.383333333333333,61.166666666666664,294.3333333333333,391.6666666666667,19.658333333333335,62.916666666666664,466.9166666666667,498.5833333333333,17.8875,71.83333333333333,233.45833333333334,249.375
18.0,73,0,1,19.883333333333333,64.0,198.16666666666666,263.3333333333333,19.825,62.166666666666664,439.1666666666667,486.5833333333333,17.845833333333335,72.04166666666667,233.45833333333334,249.33333333333334
17.0,77,0,0,19.216666666666665,66.83333333333333,122.16666666666667,158.66666666666666,19.825,62.583333333333336,390.4166666666667,455.5,17.845833333333335,72.04166666666667,233.45833333333334,249.33333333333334
16.4,79,0,0,18.5,69.83333333333333,65.33333333333333,80.5,19.658333333333335,63.583333333333336,329.6666666666667,405.3333333333333,17.820833333333333,72.16666666666667,233.45833333333334,249.33333333333334
16.0,77,0,0,17.833333333333332,72.0,27.0,31.166666666666668,19.325,65.33333333333333,262.3333333333333,338.9166666666667,17.779166666666665,72.16666666666667,233.45833333333334,249.33333333333334
15.0,82,0,0,17.0,75.0,0.0,7.333333333333333,18.825,67.5,199.83333333333334,266.25,17.7375,72.16666666666667,233.45833333333334,249.33333333333334
15.0,77,0,0,16.233333333333334,77.5,0.0,0.16666666666666666,18.308333333333334,69.33333333333333,147.16666666666666,195.91666666666666,17.695833333333333,72.0,233.45833333333334,249.33333333333334
15.0,77,0,0,15.733333333333334,78.16666666666667,0.0,0.0,17.808333333333334,71.08333333333333,99.08333333333333,131.66666666666666,17.654166666666665,71.79166666666667,233.45833333333334,249.33333333333334
15.0,77,0,0,15.4,78.16666666666667,0.0,0.0,17.308333333333334,72.5,61.083333333333336,79.33333333333333,17.654166666666665,71.33333333333333,233.45833333333334,249.33333333333334
14.8,84,0,0,15.133333333333333,79.0,0.0,0.0,16.816666666666666,74.41666666666667,32.666666666666664,40.25,17.645833333333332,71.20833333333333,233.45833333333334,249.33333333333334
15.0,82,0,0,14.966666666666669,79.83333333333333,0.0,0.0,16.4,75.91666666666667,13.5,15.583333333333334,17.645833333333332,70.95833333333333,233.45833333333334,249.33333333333334
15.0,88,0,0,14.966666666666669,80.83333333333333,0.0,0.0,15.983333333333333,77.91666666666667,0.0,3.6666666666666665,17.645833333333332,71.20833333333333,233.45833333333334,249.33333333333334
15.4,84,0,0,15.033333333333333,82.0,0.0,0.0,15.633333333333333,79.75,0.0,0.08333333333333333,17.645833333333332,71.33333333333333,233.45833333333334,249.33333333333334
16.0,82,231,119,15.199999999999998,82.83333333333333,38.5,19.833333333333332,15.466666666666667,80.5,19.25,9.916666666666666,17.645833333333332,71.33333333333333,229.20833333333334,248.25
16.0,72,435,324,15.366666666666665,82.0,111.0,73.83333333333333,15.383333333333333,80.08333333333333,55.5,36.916666666666664,17.604166666666668,71.33333333333333,222.95833333333334,246.20833333333334
17.6,68,612,548,15.833333333333334,79.33333333333333,213.0,165.16666666666666,15.483333333333334,79.16666666666667,106.5,82.58333333333333,17.570833333333333,71.375,218.08333333333334,243.95833333333334
20.0,56,633,685,16.666666666666668,75.0,318.5,279.3333333333333,15.816666666666668,77.41666666666667,159.25,139.66666666666666,17.570833333333333,71.375,210.79166666666666,239.29166666666666
21.0,60,591,755,17.666666666666668,70.33333333333333,417.0,405.1666666666667,16.316666666666666,75.58333333333333,208.5,202.58333333333334,17.570833333333333,71.54166666666667,204.16666666666666,234.41666666666666
20.4,55,584,801,18.5,65.5,514.3333333333334,538.6666666666666,16.766666666666666,73.75,257.1666666666667,269.3333333333333,17.537499999999998,71.54166666666667,202.16666666666666,232.625
21.0,53,551,759,19.333333333333332,60.666666666666664,567.6666666666666,645.3333333333334,17.266666666666666,71.75,303.0833333333333,332.5833333333333,17.537499999999998,71.41666666666667,201.08333333333334,232.125
22.0,53,508,648,20.333333333333332,57.5,579.8333333333334,699.3333333333334,17.849999999999998,69.75,345.4166666666667,386.5833333333333,17.579166666666666,71.125,203.25,232.95833333333334
21.6,53,433,503,21.0,55.0,550.0,691.8333333333334,18.416666666666668,67.16666666666667,381.5,428.5,17.616666666666667,70.79166666666667,207.08333333333334,234.375
21.0,56,345,344,21.166666666666668,55.0,502.0,635.0,18.916666666666668,65.0,410.25,457.1666666666667,17.658333333333335,70.45833333333333,211.875,236.375
20.0,56,285,186,21.0,54.333333333333336,451.0,540.1666666666666,19.333333333333332,62.333333333333336,434.0,472.6666666666667,17.658333333333335,70.125,217.0,238.16666666666666
17.6,68,0,51,20.53333333333333,56.5,353.6666666666667,415.1666666666667,19.51666666666667,61.0,434.0,476.9166666666667,17.575,70.375,217.0,238.5
17.0,68,0,2,19.866666666666664,59.0,261.8333333333333,289.0,19.6,59.833333333333336,414.75,467.1666666666667,17.533333333333335,70.16666666666667,217.0,238.54166666666666
17.0,68,0,0,19.03333333333333,61.5,177.16666666666666,181.0,19.683333333333334,59.5,378.5,440.1666666666667,17.533333333333335,69.79166666666667,217.0,238.54166666666666
15.8,79,0,0,18.066666666666666,65.83333333333333,105.0,97.16666666666667,19.533333333333335,60.416666666666664,327.5,394.5,17.508333333333336,69.79166666666667,217.0,238.54166666666666
16.0,77,0,0,17.233333333333334,69.33333333333333,47.5,39.833333333333336,19.2,62.166666666666664,274.75,337.4166666666667,17.508333333333336,69.79166666666667,217.0,238.54166666666666
16.0,77,0,0,16.566666666666666,72.83333333333333,0.0,8.833333333333334,18.78333333333333,63.583333333333336,225.5,274.5,17.55,69.58333333333333,217.0,238.54166666666666
15.0,83,0,0,16.133333333333336,75.33333333333333,0.0,0.3333333333333333,18.333333333333332,65.91666666666667,176.83333333333334,207.75,17.55,69.83333333333333,217.0,238.54166666666666
15.0,77,0,0,15.800000000000002,76.83333333333333,0.0,0.0,17.833333333333332,67.91666666666667,130.91666666666666,144.5,17.55,69.83333333333333,217.0,238.54166666666666
14.0,82,0,0,15.300000000000002,79.16666666666667,0.0,0.0,17.166666666666668,70.33333333333333,88.58333333333333,90.5,17.508333333333336,70.04166666666667,217.0,238.54166666666666
14.4,87,0,0,15.066666666666665,80.5,0.0,0.0,16.566666666666666,73.16666666666667,52.5,48.583333333333336,17.491666666666667,70.16666666666667,217.0,238.54166666666666
14.0,82,0,0,14.733333333333333,81.33333333333333,0.0,0.0,15.983333333333334,75.33333333333333,23.75,19.916666666666668,17.45,70.16666666666667,217.0,238.54166666666666
14.0,88,0,0,14.399999999999999,83.16666666666667,0.0,0.0,15.483333333333334,78.0,0.0,4.416666666666667,17.408333333333335,70.16666666666667,217.0,238.54166666666666
14.2,88,0,0,14.266666666666666,84.0,0.0,0.0,15.200000000000001,79.66666666666667,0.0,0.16666666666666666,17.358333333333334,70.33333333333333,217.0,238.54166666666666
