Date/Time,Sensible Cooling,Mech Vent + Nat Vent + Infiltration,External Infiltration,External Vent.,Total Cooling,Relative Humidity,Zone Heating,General Lighting,Miscellaneous,Computer + Equip,Occupancy,Solar Gains Exterior Windows,Zone Sensible Heating,Zone Sensible Cooling,Air Temperature,Radiant Temperature,Operative Temperature,Room Electricity,Lighting,Heating (Electricity),Cooling (Electricity),DHW (Electricity),Outside Dry-Bulb Temperature
,kW,ac/h,kW,kW,kW,%,kW,kW,kW,kW,kW,kW,kW,kW,°C,°C,°C,kW,kW,kW,kW,kW,°C
1/1/2024 1:00,-8.829649,3.490427,-2.987405,-15.96647,-9.930715,35.52043,0,0,0,5.840366,5.04,0,0,-8.829651,21.98255,24.87539,23.42897,5.840366,0,0,4.357903,0,14.625
1/1/2024 2:00,-6.320625,3.499321,-3.164615,-16.95105,-7.250296,38.7368,0,0,0,5.840366,5.04,0,0,-6.320625,21.92533,24.67101,23.29817,5.840366,0,0,3.215091,0,14.125
1/1/2024 3:00,-4.801667,3.502452,-3.195592,-17.13536,-5.488066,34.15487,0,0,0,5.840366,5.04,0,0,-4.801666,21.88446,24.48154,23.183,5.840366,0,0,2.456245,0,14
1/1/2024 4:00,-4.414469,3.495764,-3.038282,-16.30054,-4.941516,29.66414,0,0,0,5.840366,5.04,0,0,-4.414471,21.88285,24.31296,23.0979,5.840366,0,0,2.211614,0,14.375
1/1/2024 5:00,-1.785965,3.503871,-3.392102,-18.2231,-1.982991,27.88426,0,0,0,5.840366,5.04,0,0,-1.785965,21.74867,24.14129,22.94498,5.840366,0,0,0.935923,2.161531,13.375
1/1/2024 6:00,-0.36794,3.517073,-3.727396,-20.06447,-0.404583,26.33392,0,0,0,5.840366,5.04,0,0,-0.3679399,21.43303,23.94191,22.68747,5.840366,0,0,0.211656,8.646124,12.25
1/1/2024 7:00,-0.252219,3.518163,-3.755173,-20.24274,-0.276405,25.3065,0,0,0,5.840366,5.04,2.751086,0,-0.2522192,21.25447,23.80005,22.52726,5.840366,0,0,0.145248,25.93837,12
1/1/2024 8:00,0,3.501231,-3.561858,-19.34759,0,25.63615,0,0,0,5.840366,5.021602,14.00798,0,0,21.58881,23.99342,22.79112,5.840366,0,0,0,43.23063,12.75
1/1/2024 9:00,0,3.498898,-3.528696,-19.34475,0,26.08525,0,8.343377,0,5.840366,4.89601,27.28199,0,0,22.59762,24.61001,23.60381,5.840366,8.343377,0,0,32.42297,13.75
1/1/2024 10:00,0,3.487133,-2.917807,-16.21564,0,22.20481,0,8.343377,0,5.840366,4.653776,33.69997,0,0,23.83427,25.27348,24.55387,5.840366,8.343377,0,0,8.646124,16.4
1/1/2024 11:00,0,3.459715,-2.05097,-11.62461,0,18.32679,0,8.343377,0,5.840366,4.027884,34.72418,0,0,25.38328,25.92525,25.65426,5.840366,8.343377,0,0,2.161531,20.05
1/1/2024 12:00,0,3.455293,-1.730284,-9.856626,0,17.26217,0,8.343377,0,5.840366,3.243639,33.59076,0,0,26.27384,26.49274,26.38329,5.840366,8.343377,0,0,4.323063,21.75
1/1/2024 13:00,0,3.43711,-1.264584,-7.258436,0,16.40437,0,8.343377,2.503012,5.840366,2.116781,33.82255,0,0,27.57314,27.04208,27.30761,8.343378,8.343377,0,0,12.96918,24.25
1/1/2024 14:00,0,3.430256,-0.987859,-5.722977,0,17.03932,0,8.343377,2.503012,5.840366,1.257916,35.50136,0,0,28.3613,27.66803,28.01467,8.343378,8.343377,0,0,8.646124,25.75
1/1/2024 15:00,0,3.431121,-1.053026,-6.030374,0,18.05514,0,8.343377,2.503012,5.840366,0.5948458,35.94548,0,0,28.77663,28.15451,28.46557,8.343378,8.343377,0,0,4.323063,26
1/1/2024 16:00,0,3.438727,-1.328269,-7.462048,0,19.08053,0,8.343377,2.503012,5.840366,0,32.5626,0,0,28.73092,28.40374,28.56733,8.343378,8.343377,0,0,6.484594,25.25
1/1/2024 17:00,0,3.441169,-1.497531,-8.310526,0,20.50456,0,8.343377,0,5.840366,0,21.51266,0,0,28.14362,28.28255,28.21309,5.840366,8.343377,0,0,12.96918,24.25
1/1/2024 18:00,0,3.442101,-1.597388,-8.686911,0,22.28001,0,8.343377,0,5.840366,0,1.81159,0,0,27.32411,27.63762,27.48087,5.840366,8.343377,0,0,19.45378,23.25
1/1/2024 19:00,0,3.457465,-2.124667,-11.45146,0,23.78798,0,8.343377,0,5.840366,0,0,0,0,26.2526,27.26011,26.75635,5.840366,8.343377,0,0,34.5845,20.9
1/1/2024 20:00,-34.57107,3.41962,-1.133195,-6.073985,-39.36642,31.02278,0,8.343377,0,5.840366,0.905767,0,0,-34.43372,22.13022,26.7455,24.43786,5.840366,8.343377,0,16.76077,43.23063,19.3
1/1/2024 21:00,-24.24559,3.455367,-1.818204,-9.703729,-27.4437,35.98338,0,0,0,5.840366,1.008,0,0,-24.24559,22,25.9957,23.99785,5.840366,0,0,11.76346,25.93837,17.5
1/1/2024 22:00,-19.66552,3.470088,-2.205397,-11.77214,-22.46578,35.67029,0,0,0,5.840366,4.032,0,0,-19.66552,22,25.63555,23.81778,5.840366,0,0,9.659025,10.80766,16.55
1/1/2024 23:00,-15.97303,3.47589,-2.389217,-12.75412,-18.04576,31.5295,0,0,0,5.840366,4.032,0,0,-15.97303,22,25.35553,23.67777,5.840366,0,0,7.785632,6.484594,16.1
1/2/2024,-12.31185,3.484638,-2.738683,-14.62099,-13.75373,30.60317,0,0,0,5.840366,5.04,0,0,-12.31185,22,25.11001,23.55501,5.840366,0,0,5.974323,0,15.25
1/2/2024 1:00,-9.821954,3.488571,-2.839905,-15.16472,-11.01301,31.88973,0,0,0,5.840366,5.04,0,0,-9.821954,21.99683,24.89425,23.44554,5.840366,0,0,4.811777,0,15
1/2/2024 2:00,-8.311435,3.488563,-2.830862,-15.13157,-9.339424,32.08779,0,0,0,5.840366,5.04,0,0,-8.311438,21.98113,24.70037,23.34075,5.840366,0,0,4.093716,0,15
1/2/2024 3:00,-5.420536,3.496959,-3.105889,-16.64486,-6.093314,32.594,0,0,0,5.840366,5.04,0,0,-5.420536,21.9135,24.51164,23.21257,5.840366,0,0,2.710392,0,14.25
1/2/2024 4:00,-2.014779,3.510704,-3.572115,-19.17457,-2.270004,34.47621,0,0,0,5.840366,5.04,0,0,-2.014779,21.74889,24.31738,23.03313,5.840366,0,0,1.069966,0,12.95
1/2/2024 5:00,-0.310573,3.518922,-4.052165,-21.78945,-0.350489,32.82272,0,0,0,5.840366,5.04,0,0,-0.3105345,21.34845,24.09766,22.72305,5.840366,0,0,0.186367,2.161531,11.4
1/2/2024 6:00,-0.059214,3.528259,-4.10457,-22.10037,-0.065902,29.482,0,0,0,5.840366,5.04,0,0,-5.92E-02,21.07585,23.85297,22.46441,5.840366,0,0,0.035708,8.646124,11
1/2/2024 7:00,-0.079874,3.523223,-4.006389,-21.60401,-0.088894,31.9455,0,0,0,5.840366,5.04,2.684803,0,-7.99E-02,20.99922,23.71485,22.35703,5.840366,0,0,0.0484,25.93837,11.15
1/2/2024 8:00,0,3.507998,-3.806285,-20.63039,0,32.42316,0,0,0,5.840366,4.026627,13.74528,0,0,21.21795,23.88423,22.55109,5.840366,0,0,0,43.23063,11.8
1/2/2024 9:00,0,3.508524,-3.7497,-20.48116,0,27.55884,0,8.343377,0,5.840366,2.978782,26.85555,0,0,22.12659,24.45463,23.29061,5.840366,8.343377,0,0,32.42297,12.75
1/2/2024 10:00,0,3.480724,-2.842311,-15.70182,0,24.07242,0,8.343377,0,5.840366,0,33.19783,0,0,23.25045,25.05977,24.15511,5.840366,8.343377,0,0,8.646124,16
1/2/2024 11:00,0,3.457121,-2.062562,-11.58999,0,23.39404,0,8.343377,0,5.840366,0,34.368,0,0,24.62177,25.67299,25.14738,5.840366,8.343377,0,0,2.161531,19.25
1/2/2024 12:00,0,3.453432,-1.798164,-10.15685,0,22.86832,0,8.343377,0,5.840366,0,33.18748,0,0,25.46115,26.19593,25.82854,5.840366,8.343377,0,0,4.323063,20.75
1/2/2024 13:00,0,3.430126,-1.21444,-6.984769,0,21.85365,0,8.343377,2.503012,5.840366,1.504127,33.52538,0,0,27.20679,26.76774,26.98727,8.343378,8.343377,0,0,12.96918,24
1/2/2024 14:00,0,3.432962,-1.152913,-6.630623,0,21.56052,0,8.343377,2.503012,5.840366,2.578721,35.25285,0,0,28.0328,27.41507,27.72393,8.343378,8.343377,0,0,8.646124,25
1/2/2024 15:00,0,3.439003,-1.327555,-7.554503,0,21.99939,0,8.343377,2.503012,5.840366,3.08239,35.53513,0,0,28.475,27.85122,28.16311,8.343378,8.343377,0,0,4.323063,25
1/2/2024 16:00,0,3.455138,-1.615568,-9.084504,0,21.37398,0,8.343377,2.503012,5.840366,3.026576,31.97048,0,0,28.46,28.0934,28.2767,8.343378,8.343377,0,0,6.484594,24.25
1/2/2024 17:00,0,3.452217,-1.791122,-9.978396,0,20.66298,0,8.343377,0,5.840366,3.176893,21.11412,0,0,27.88572,27.99181,27.93876,5.840366,8.343377,0,0,12.96918,23.25
1/2/2024 18:00,0,3.459095,-2.311211,-12.61662,0,24.79665,0,8.343377,0,5.840366,3.011448,1.84094,0,0,26.61179,27.34539,26.97859,5.840366,8.343377,0,0,19.45378,20.75
1/2/2024 19:00,0,3.469109,-2.845093,-15.39892,0,34.34734,0,8.343377,0,5.840366,3.956988,0,0,0,25.61158,26.92687,26.26922,5.840366,8.343377,0,0,34.5845,18.5
1/2/2024 20:00,-31.97833,3.431095,-1.657396,-8.884325,-38.55271,42.93664,0,8.343377,0,5.840366,4.585412,0,0,-31.86885,22.12555,26.47354,24.29955,5.840366,8.343377,0,16.44075,43.23063,18
1/2/2024 21:00,-22.55913,3.467616,-2.227248,-11.88887,-26.2478,43.14523,0,0,0,5.840366,5.04,0,0,-22.55913,22,25.80861,23.90431,5.840366,0,0,11.28083,25.93837,16.5
1/2/2024 22:00,-16.59593,3.476363,-2.555898,-13.64454,-19.45192,47.15393,0,0,0,5.840366,5.04,0,0,-16.59593,22,25.46418,23.73209,5.840366,0,0,8.408134,10.80766,15.7
1/2/2024 23:00,-12.72291,3.486093,-2.782476,-14.85492,-15.14389,49.86664,0,0,0,5.840366,5.04,0,0,-12.72291,22,25.18912,23.59456,5.840366,0,0,6.586339,6.484594,15.15
1/3/2024,-8.626069,3.500268,-3.136124,-16.76949,-10.23232,44.73782,0,0,0,5.840366,5.04,0,0,-8.626071,21.96852,24.95238,23.46045,5.840366,0,0,4.50452,0,14.25
1/3/2024 1:00,-6.444251,3.501725,-3.24333,-17.37393,-7.457073,38.67997,0,0,0,5.840366,5.04,0,0,-6.444252,21.91593,24.74261,23.32927,5.840366,0,0,3.313021,0,13.925
1/3/2024 2:00,-6.76941,3.485664,-2.925051,-15.66606,-7.806493,45.22388,0,0,0,5.840366,5.04,0,0,-6.769415,21.94024,24.56137,23.25081,5.840366,0,0,3.44769,0,14.725
1/3/2024 3:00,-3.238925,3.494276,-3.374322,-18.10815,-3.834118,46.13999,0,0,0,5.840366,5.04,0,0,-3.237968,21.81697,24.37513,23.09605,5.840366,0,0,1.753269,0,13.5
1/3/2024 4:00,-0.884519,3.516017,-3.739137,-20.08881,-1.027207,43.37315,0,0,0,5.840366,5.04,0,0,-0.884519,21.59668,24.17176,22.88422,5.840366,0,0,0.523734,0,12.4
1/3/2024 5:00,-0.172798,3.525868,-4.040154,-21.74307,-0.201231,45.43747,0,0,0,5.840366,5.04,0,0,-0.1727982,21.21402,23.9543,22.58416,5.840366,0,0,0.106124,2.161531,11.3
1/3/2024 6:00,0,3.536981,-4.298813,-23.15176,0,41.62931,0,0,0,5.840366,5.04,0,0,0,20.78289,23.70512,22.244,5.840366,0,0,0,8.646124,10.25
1/3/2024 7:00,0,3.536606,-4.312758,-23.24618,0,33.03023,0,0,0,5.840366,5.04,2.658712,0,0,20.57221,23.51957,22.04589,5.840366,0,0,0,25.93837,10
1/3/2024 8:00,0,3.519226,-4.067939,-22.02014,0,29.92678,0,0,0,5.840366,4.030074,13.6427,0,0,20.7823,23.64986,22.21608,5.840366,0,0,0,43.23063,10.75
1/3/2024 9:00,0,3.50456,-3.751901,-20.48509,0,29.03498,0,8.343377,0,5.840366,2.996411,26.71546,0,0,21.86922,24.22449,23.04685,5.840366,8.343377,0,0,32.42297,12.5
1/3/2024 10:00,0,3.48465,-3.009672,-16.59947,0,28.26232,0,8.343377,0,5.840366,0,33.12445,0,0,22.90348,24.8623,23.88289,5.840366,8.343377,0,0,8.646124,15.25
1/3/2024 11:00,0,3.464014,-2.287543,-12.78503,0,25.30428,0,8.343377,0,5.840366,0,34.21265,0,0,24.16597,25.45935,24.81266,5.840366,8.343377,0,0,2.161531,18.25
1/3/2024 12:00,0,3.441808,-1.620473,-9.192437,0,24.81999,0,8.343377,0,5.840366,0,33.13042,0,0,25.5093,26.00409,25.75669,5.840366,8.343377,0,0,4.323063,21.25
1/3/2024 13:00,0,3.429585,-1.097498,-6.350625,0,22.05968,0,8.343377,2.503012,5.840366,1.486668,33.41068,0,0,27.15834,26.59968,26.87901,8.343378,8.343377,0,0,12.96918,24.25
1/3/2024 14:00,0,3.445063,-1.316225,-7.51915,0,20.24713,0,8.343377,2.503012,5.840366,2.645713,35.1072,0,0,27.70056,27.21499,27.45778,8.343378,8.343377,0,0,8.646124,24.25
1/3/2024 15:00,0,3.436498,-1.335776,-7.602596,0,21.45818,0,8.343377,2.503012,5.840366,3.200961,35.38114,0,0,28.24188,27.66268,27.95228,8.343378,8.343377,0,0,4.323063,24.75
1/3/2024 16:00,0,3.454395,-1.577775,-8.873757,0,25.21721,0,8.343377,2.503012,5.840366,3.060902,31.99121,0,0,28.35651,27.95602,28.15627,8.343378,8.343377,0,0,6.484594,24.25
1/3/2024 17:00,0,3.443319,-1.550448,-8.672882,0,27.28334,0,8.343377,0,5.840366,3.16642,21.27255,0,0,28.01658,27.88674,27.95166,5.840366,8.343377,0,0,12.96918,24
1/3/2024 18:00,0,3.447358,-2.020258,-11.03974,0,31.09334,0,8.343377,0,5.840366,2.927273,1.792518,0,0,26.88164,27.27068,27.07616,5.840366,8.343377,0,0,19.45378,21.75
1/3/2024 19:00,0,3.470961,-2.967689,-16.04694,0,39.34107,0,8.343377,0,5.840366,3.93367,0,0,0,25.40345,26.83559,26.11952,5.840366,8.343377,0,0,34.5845,18
1/3/2024 20:00,-26.97593,3.448195,-2.364223,-12.65211,-33.03004,48.0424,0,8.343377,0,5.840366,4.647973,0,0,-26.88381,22.1011,26.32114,24.21112,5.840366,8.343377,0,14.14326,43.23063,16.25
1/3/2024 21:00,-18.12882,3.483014,-2.741469,-14.63587,-21.55194,49.74047,0,0,0,5.840366,5.04,0,0,-18.12882,22,25.67681,23.83841,5.840366,0,0,9.323699,25.93837,15.25
1/3/2024 22:00,-13.76154,3.48715,-2.844562,-15.18659,-16.43055,50.67404,0,0,0,5.840366,5.04,0,0,-13.76154,22,25.34719,23.6736,5.840366,0,0,7.147461,10.80766,15
1/3/2024 23:00,-11.50537,3.488629,-2.844148,-15.18449,-13.74148,49.53592,0,0,0,5.840366,5.04,0,0,-11.50537,21.99988,25.09386,23.54687,5.840366,0,0,5.999714,6.484594,15
1/4/2024,-8.017592,3.49555,-3.130867,-16.74966,-9.529184,50.12328,0,0,0,5.840366,5.04,0,0,-8.017592,21.95544,24.8687,23.41207,5.840366,0,0,4.207195,0,14.25
1/4/2024 1:00,-5.489399,3.505233,-3.323315,-17.80856,-6.560774,49.50639,0,0,0,5.840366,5.04,0,0,-5.489398,21.88193,24.66246,23.2722,5.840366,0,0,2.93799,0,13.7
1/4/2024 2:00,-3.270885,3.510183,-3.510947,-18.8327,-3.859855,45.28973,0,0,0,5.840366,5.04,0,0,-3.270884,21.79287,24.46021,23.12654,5.840366,0,0,1.774495,0,13.15
1/4/2024 3:00,-1.130746,3.519464,-3.806308,-20.43271,-1.318756,42.89674,0,0,0,5.840366,5.04,0,0,-1.130747,21.60183,24.25359,22.92771,5.840366,0,0,0.660045,0,12.25
1/4/2024 4:00,-0.524084,3.522097,-3.835503,-20.61414,-0.60458,38.19825,0,0,0,5.840366,5.04,0,0,-0.524085,21.4216,24.04062,22.73111,5.840366,0,0,0.318287,0,12
1/4/2024 5:00,-0.116153,3.522801,-4.02072,-21.64614,-0.131783,38.68597,0,0,0,5.840366,5.04,0,0,-0.1161531,21.1177,23.83059,22.47415,5.840366,0,0,0.069504,2.161531,11.25
1/4/2024 6:00,0,3.532727,-4.263504,-22.96538,0,43.91448,0,0,0,5.840366,5.04,0,0,0,20.69361,23.58762,22.14062,5.840366,0,0,0,8.646124,10.25
1/4/2024 7:00,0,3.53406,-4.278549,-23.06618,0,43.23975,0,0,0,5.840366,5.04,2.639404,0,0,20.48313,23.40316,21.94314,5.840366,0,0,0,25.93837,10
1/4/2024 8:00,0,3.522504,-4.272391,-23.11559,0,42.0591,0,0,0,5.840366,4.031438,13.59919,0,0,20.50807,23.52429,22.01618,5.840366,0,0,0,43.23063,10
1/4/2024 9:00,0,3.512372,-4.019318,-21.91219,0,37.15025,0,8.343377,0,5.840366,3.006736,26.76242,0,0,21.4977,24.05263,22.77516,5.840366,8.343377,0,0,32.42297,11.5
1/4/2024 10:00,0,3.485648,-3.027463,-16.69115,0,30.2774,0,8.343377,0,5.840366,0,33.31799,0,0,22.68962,24.6619,23.67576,5.840366,8.343377,0,0,8.646124,15
1/4/2024 11:00,0,3.457188,-2.017103,-11.35587,0,24.63733,0,8.343377,0,5.840366,0,34.39329,0,0,24.25839,25.26725,24.76282,5.840366,8.343377,0,0,2.161531,19
1/4/2024 12:00,0,3.442852,-1.493504,-8.548365,0,22.11135,0,8.343377,0,5.840366,0,33.29015,0,0,25.45941,25.82669,25.64305,5.840366,8.343377,0,0,4.323063,21.5
1/4/2024 13:00,0,3.44544,-1.562507,-8.89444,0,20.81596,0,8.343377,2.503012,5.840366,1.533315,33.51061,0,0,26.47964,26.37933,26.42949,8.343378,8.343377,0,0,12.96918,22.375
1/4/2024 14:00,0,3.447807,-1.631886,-9.247503,0,20.15263,0,8.343377,2.503012,5.840366,2.859012,35.15988,0,0,27.13279,26.92139,27.02709,8.343378,8.343377,0,0,8.646124,22.875
1/4/2024 15:00,0,3.448182,-1.7577,-9.909922,0,23.81195,0,8.343377,2.503012,5.840366,3.395651,35.58282,0,0,27.57272,27.35308,27.4629,8.343378,8.343377,0,0,4.323063,23
1/4/2024 16:00,0,3.462566,-2.245586,-12.51284,0,28.17807,0,8.343377,2.503012,5.840366,3.38787,32.07576,0,0,27.30079,27.55985,27.43032,8.343378,8.343377,0,0,6.484594,21.5
1/4/2024 17:00,0,3.464829,-2.442238,-13.52284,0,30.64068,0,8.343377,0,5.840366,3.638543,21.1877,0,0,26.51272,27.39112,26.95192,5.840366,8.343377,0,0,12.96918,20.25
1/4/2024 18:00,0,3.46607,-2.549367,-13.91683,0,32.91176,0,8.343377,0,5.840366,3.328709,1.746258,0,0,25.69013,26.7358,26.21296,5.840366,8.343377,0,0,19.45378,19.25
1/4/2024 19:00,0,3.488152,-3.523521,-19.0346,0,39.85671,0,8.343377,0,5.840366,4.221397,0,0,0,24.36884,26.31358,25.34121,5.840366,8.343377,0,0,34.5845,15.625
1/4/2024 20:00,-20.12515,3.468909,-2.901954,-15.50968,-24.06734,46.55942,0,8.343377,0,5.840366,4.787536,0,0,-20.07395,22.02261,25.84748,23.93505,5.840366,8.343377,0,10.38478,43.23063,14.875
1/4/2024 21:00,-12.32162,3.496014,-3.145661,-16.80689,-14.53168,47.39139,0,0,0,5.840366,5.04,0,0,-12.32162,21.98357,25.31944,23.6515,5.840366,0,0,6.378743,25.93837,14.25
1/4/2024 22:00,-8.112232,3.503835,-3.368776,-18.03694,-9.605088,48.65332,0,0,0,5.840366,5.04,0,0,-8.112232,21.9103,25.01109,23.46069,5.840366,0,0,4.271259,10.80766,13.625
1/4/2024 23:00,-5.41935,3.510575,-3.539196,-18.96888,-6.424593,47.83847,0,0,0,5.840366,5.04,0,0,-5.41935,21.82798,24.7551,23.29154,5.840366,0,0,2.903894,6.484594,13.125
1/5/2024,-3.786305,3.512535,-3.561234,-19.10567,-4.45118,43.93851,0,0,0,5.840366,5.04,0,0,-3.786305,21.76571,24.52506,23.14538,5.840366,0,0,2.0471,0,13
1/5/2024 1:00,-2.834402,3.505831,-3.483281,-18.70377,-3.295883,45.15939,0,0,0,5.840366,5.04,0,0,-2.834403,21.7328,24.3219,23.02735,5.840366,0,0,1.539987,0,13.15
1/5/2024 2:00,-1.016968,3.520752,-3.75354,-20.17228,-1.19761,44.84235,0,0,0,5.840366,5.04,0,0,-1.016967,21.53138,24.12267,22.82703,5.840366,0,0,0.609465,0,12.3
1/5/2024 3:00,-0.236654,3.526599,-4.034769,-21.71636,-0.272896,38.58224,0,0,0,5.840366,5.04,0,0,-0.2366544,21.15033,23.89443,22.52238,5.840366,0,0,0.144234,0,11.25
1/5/2024 4:00,-0.286729,3.517773,-3.690601,-19.87836,-0.324985,33.78667,0,0,0,5.840366,5.04,0,0,-0.2867438,21.20657,23.69374,22.45016,5.840366,0,0,0.169162,0,12.125
1/5/2024 5:00,-0.055237,3.51371,-3.880356,-20.92962,-0.061731,31.47577,0,0,0,5.840366,5.04,0,0,-0.0552373,20.91958,23.5326,22.22609,5.840366,0,0,0.031783,2.161531,11.375
1/5/2024 6:00,0,3.522138,-3.930012,-21.2074,0,32.0815,0,0,0,5.840366,5.04,0,0,0,20.66075,23.30526,21.98301,5.840366,0,0,0,8.646124,11
1/5/2024 7:00,0,3.524882,-4.305052,-23.23058,0,34.15611,0,0,0,5.840366,5.04,2.63351,0,0,20.20323,23.13574,21.66949,5.840366,0,0,0,25.93837,9.65
1/5/2024 8:00,0,3.516923,-4.017805,-21.77317,0,32.99817,0,0,0,5.840366,4.032,13.64392,0,0,20.4007,23.23545,21.81808,5.840366,0,0,0,43.23063,10.475
1/5/2024 9:00,0,3.507009,-3.863932,-21.10658,0,32.14463,0,8.343377,0,5.840366,3.00673,26.9225,0,0,21.36547,23.81004,22.58776,5.840366,8.343377,0,0,32.42297,11.725
1/5/2024 10:00,0,3.479143,-2.929506,-16.19026,0,33.03466,0,8.343377,0,5.840366,0,33.41573,0,0,22.53091,24.4159,23.47341,5.840366,8.343377,0,0,8.646124,15.075
1/5/2024 11:00,0,3.465693,-2.35346,-13.16099,0,30.88926,0,8.343377,0,5.840366,0,34.39324,0,0,23.60563,24.98977,24.2977,5.840366,8.343377,0,0,2.161531,17.525
1/5/2024 12:00,0,3.454817,-1.936579,-10.92488,0,27.21352,0,8.343377,0,5.840366,0,33.28289,0,0,24.55834,25.42478,24.99156,5.840366,8.343377,0,0,4.323063,19.5
1/5/2024 13:00,0,3.454351,-1.946256,-10.99036,0,25.92298,0,8.343377,2.503012,5.840366,1.653436,33.48734,0,0,25.52668,25.86876,25.69772,8.343378,8.343377,0,0,12.96918,20.45
1/5/2024 14:00,0,3.455097,-2.016748,-11.38743,0,26.79632,0,8.343377,2.503012,5.840366,3.110367,35.02951,0,0,26.14763,26.33369,26.24066,8.343378,8.343377,0,0,8.646124,20.9
1/5/2024 15:00,0,3.468716,-2.139923,-12.04383,0,26.85377,0,8.343377,2.503012,5.840366,3.734803,34.94466,0,0,26.55968,26.71179,26.63573,8.343378,8.343377,0,0,4.323063,21
1/5/2024 16:00,0,3.468558,-2.397535,-13.404,0,28.07584,0,8.343377,2.503012,5.840366,3.708756,31.52533,0,0,26.45305,26.92198,26.68752,8.343378,8.343377,0,0,6.484594,20.25
1/5/2024 17:00,0,3.468505,-2.343256,-13.05385,0,29.45876,0,8.343377,0,5.840366,3.830997,21.0345,0,0,26.03906,26.81958,26.42932,5.840366,8.343377,0,0,12.96918,20
1/5/2024 18:00,0,3.468008,-2.601476,-14.24432,0,31.36818,0,8.343377,0,5.840366,3.442491,1.774527,0,0,25.08286,26.21142,25.64714,5.840366,8.343377,0,0,19.45378,18.5
1/5/2024 19:00,0,3.479012,-2.845848,-15.47518,0,34.16005,0,8.343377,0,5.840366,4.311339,0,0,0,24.52737,25.84945,25.18841,5.840366,8.343377,0,0,34.5845,17.4
1/5/2024 20:00,-19.80879,3.454774,-2.315307,-12.38266,-23.19153,39.87221,0,8.343377,0,5.840366,4.715942,0,0,-19.74459,22.02796,25.50125,23.7646,5.840366,8.343377,0,10.00399,43.23063,16.3
1/5/2024 21:00,-12.01601,3.484349,-2.731868,-14.5984,-13.89345,41.38247,0,0,0,5.840366,5.04,0,0,-12.016,21.98561,24.97782,23.48171,5.840366,0,0,6.102371,25.93837,15.25
1/5/2024 22:00,-7.332047,3.494462,-3.069944,-16.45368,-8.519386,43.86991,0,0,0,5.840366,5.04,0,0,-7.332046,21.89699,24.69155,23.29427,5.840366,0,0,3.805353,10.80766,14.325
1/5/2024 23:00,-3.867577,3.508007,-3.446347,-18.49501,-4.528909,45.00209,0,0,0,5.840366,5.04,0,0,-3.867576,21.76522,24.45499,23.1101,5.840366,0,0,2.089667,6.484594,13.275
1/6/2024,-1.42499,3.516793,-3.788002,-20.33838,-1.664898,46.10828,0,0,0,5.840366,5.04,0,0,-1.42499,21.55534,24.23673,22.89603,5.840366,0,0,0.83176,0,12.25
1/6/2024 1:00,-0.746036,3.520108,-3.822351,-20.53762,-0.877189,46.83469,0,0,0,5.840366,5.04,0,0,-0.7460365,21.37994,24.02721,22.70357,5.840366,0,0,0.456163,0,12
1/6/2024 2:00,-0.21501,3.527001,-4.015946,-21.60132,-0.251316,43.13068,0,0,0,5.840366,5.04,0,0,-0.2150107,21.09222,23.82859,22.46041,5.840366,0,0,0.132454,0,11.25
1/6/2024 3:00,-0.038373,3.526473,-4.028623,-21.69367,-0.044177,39.22642,0,0,0,5.840366,5.04,0,0,-3.84E-02,20.87506,23.61368,22.24437,5.840366,0,0,0.023743,0,11
1/6/2024 4:00,0,3.524049,-3.969649,-21.39721,0,38.13087,0,0,0,5.840366,5.04,0,0,0,20.7402,23.42064,22.08042,5.840366,0,0,0,0,11
1/6/2024 5:00,0,3.522311,-3.908116,-21.08204,0,38.46278,0,0,0,5.840366,5.04,0,0,0,20.59726,23.23175,21.91451,5.840366,0,0,0,2.161531,11
1/6/2024 6:00,0,3.521351,-3.845954,-20.76116,0,37.52329,0,0,0,5.840366,5.04,0,0,0,20.45296,23.03713,21.74505,5.840366,0,0,0,8.646124,11
1/6/2024 7:00,0,3.524123,-3.938072,-21.2743,0,35.40195,0,0,0,5.840366,5.04,2.574867,0,0,20.22889,22.89958,21.56423,5.840366,0,0,0,25.93837,10.55
1/6/2024 8:00,0,3.519905,-4.102228,-22.24591,0,34.48853,0,0,0,5.840366,5.04,13.38618,0,0,20.20247,23.02161,21.61204,5.840366,0,0,0,43.23063,10.1
1/6/2024 9:00,0,3.513458,-3.909423,-21.38089,0,29.46868,0,8.343377,0,5.840366,5.013293,26.62432,0,0,21.23037,23.54192,22.38615,5.840366,8.343377,0,0,32.42297,11.5
1/6/2024 10:00,0,3.492176,-3.287348,-18.20164,0,27.04437,0,8.343377,0,5.840366,4.893613,33.32932,0,0,22.40681,24.16328,23.28505,5.840366,8.343377,0,0,8.646124,14.1
1/6/2024 11:00,0,3.470387,-2.519902,-14.16199,0,27.72744,0,8.343377,0,5.840366,4.415927,34.4462,0,0,23.67747,24.72191,24.19969,5.840366,8.343377,0,0,2.161531,17.2
1/6/2024 12:00,0,3.458905,-1.998768,-11.36951,0,24.70468,0,8.343377,0,5.840366,3.678076,33.32953,0,0,24.70567,25.21097,24.95832,5.840366,8.343377,0,0,4.323063,19.5
1/6/2024 13:00,0,3.458081,-1.861933,-10.57743,0,21.28731,0,8.343377,2.503012,5.840366,2.436052,33.57539,0,0,25.61607,25.69032,25.6532,8.343378,8.343377,0,0,12.96918,20.75
